PPG, SBP, DBP 
0.28303,87,53
0.28107,87,53
0.27741,87,53
0.27570,87,53
0.27399,87,53
0.27179,87,53
0.27179,87,53
0.27057,87,53
0.26789,87,53
0.26789,87,53
0.26642,87,53
0.26716,87,53
0.26716,87,53
0.26886,87,53
0.28205,87,53
0.28205,87,53
0.28962,87,53
0.29988,87,53
0.32967,87,53
0.37216,87,53
0.39731,87,53
0.39731,87,53
0.47814,87,53
0.47814,87,53
0.52186,87,53
0.52186,87,53
0.56606,87,53
0.60659,87,53
0.60659,87,53
0.62418,87,53
0.65421,87,53
0.67741,87,53
0.68669,87,53
0.68669,87,53
0.70159,87,53
0.70159,87,53
0.70427,87,53
0.70867,87,53
0.70867,87,53
0.70598,87,53
0.71258,87,53
0.71258,87,53
0.72430,87,53
0.72112,87,53
0.70769,87,53
0.70769,87,53
0.67937,87,53
0.67937,87,53
0.66935,87,53
0.65910,87,53
0.62711,87,53
0.62711,87,53
0.60537,87,53
0.58535,87,53
0.58535,87,53
0.56777,87,53
0.55897,87,53
0.55897,87,53
0.53260,87,53
0.53260,87,53
0.51600,87,53
0.50085,87,53
0.49402,87,53
0.49402,87,53
0.48230,87,53
0.48230,87,53
0.47009,87,53
0.46374,87,53
0.45763,87,53
0.44005,87,53
0.43443,87,53
0.43443,87,53
0.42320,87,53
0.41319,87,53
0.41319,87,53
0.40440,87,53
0.40440,87,53
0.38950,87,53
0.38437,87,53
0.38437,87,53
0.37436,87,53
0.36484,87,53
0.36484,87,53
0.35653,87,53
0.35360,87,53
0.35360,87,53
0.34164,87,53
0.34164,87,53
0.33748,87,53
0.32527,87,53
0.32527,87,53
0.32137,87,53
0.31355,87,53
0.31355,87,53
0.30745,87,53
0.30549,87,53
0.30305,87,53
0.29426,87,53
0.29426,87,53
0.29133,87,53
0.28571,87,53
0.28571,87,53
0.28083,87,53
0.27766,87,53
0.27766,87,53
0.27717,87,53
0.27253,87,53
0.27253,87,53
0.27057,87,53
0.26569,87,53
0.26569,87,53
0.26398,87,53
0.26056,87,53
0.26056,87,53
0.25836,87,53
0.25861,87,53
0.25861,87,53
0.26032,87,53
0.26032,87,53
0.26252,87,53
0.26593,87,53
0.27082,87,53
0.28816,87,53
0.30159,87,53
0.31648,87,53
0.33358,87,53
0.38169,87,53
0.44127,87,53
0.44127,87,53
0.53578,87,53
0.53578,87,53
0.56508,87,53
0.61880,87,53
0.61880,87,53
0.66154,87,53
0.69280,87,53
0.69280,87,53
0.73455,87,53
0.73455,87,53
0.75458,87,53
0.76215,87,53
0.76215,87,53
0.77289,87,53
0.77607,87,53
0.77534,87,53
0.77143,87,53
0.77143,87,53
0.76386,87,53
0.76386,87,53
0.75824,87,53
0.73529,87,53
0.72601,87,53
0.72601,87,53
0.69548,87,53
0.68547,87,53
0.67473,87,53
0.67473,87,53
0.66374,87,53
0.63126,87,53
0.63126,87,53
0.62051,87,53
0.59023,87,53
0.59023,87,53
0.58046,87,53
0.57167,87,53
0.56313,87,53
0.53724,87,53
0.52894,87,53
0.52894,87,53
0.50672,87,53
0.50672,87,53
0.49963,87,53
0.49304,87,53
0.48620,87,53
0.46813,87,53
0.46813,87,53
0.46227,87,53
0.44469,87,53
0.44469,87,53
0.43907,87,53
0.42808,87,53
0.42808,87,53
0.41709,87,53
0.41172,87,53
0.40708,87,53
0.39341,87,53
0.39341,87,53
0.38852,87,53
0.37875,87,53
0.37875,87,53
0.36874,87,53
0.35897,87,53
0.35897,87,53
0.34652,87,53
0.34652,87,53
0.34359,87,53
0.34017,87,53
0.33651,87,53
0.32894,87,53
0.32503,87,53
0.32112,87,53
0.31746,87,53
0.31062,87,53
0.30720,87,53
0.30501,87,53
0.29792,87,53
0.29499,87,53
0.29499,87,53
0.28962,87,53
0.28425,87,53
0.28425,87,53
0.28205,87,53
0.27985,87,53
0.27643,87,53
0.27521,87,53
0.27521,87,53
0.27204,87,53
0.27204,87,53
0.26813,87,53
0.26496,87,53
0.26496,87,53
0.26325,87,53
0.26032,87,53
0.25910,87,53
0.25910,87,53
0.25958,87,53
0.26056,87,53
0.26056,87,53
0.26545,87,53
0.26545,87,53
0.27717,87,53
0.30085,87,53
0.30085,87,53
0.31868,87,53
0.38388,87,53
0.41368,87,53
0.41368,87,53
0.51331,87,53
0.54652,87,53
0.54652,87,53
0.60879,87,53
0.60879,87,53
0.66349,87,53
0.68742,87,53
0.70598,87,53
0.72112,87,53
0.73407,87,53
0.74237,87,53
0.75165,87,53
0.77607,87,53
0.78193,87,53
0.78193,87,53
0.78657,87,53
0.78950,87,53
0.78950,87,53
0.78828,87,53
0.78657,87,53
0.78388,87,53
0.76874,87,53
0.76874,87,53
0.76117,87,53
0.73284,87,53
0.72186,87,53
