PPG, SBP, DBP 
0.71551,112,66
0.73358,112,66
0.74725,112,66
0.75995,112,66
0.76313,112,66
0.76459,112,66
0.76410,112,66
0.75726,112,66
0.75140,112,66
0.74432,112,66
0.73602,112,66
0.71648,112,66
0.70525,112,66
0.69402,112,66
0.68230,112,66
0.65446,112,66
0.63810,112,66
0.62027,112,66
0.60098,112,66
0.56020,112,66
0.53944,112,66
0.51917,112,66
0.49988,112,66
0.47033,112,66
0.45690,112,66
0.44469,112,66
0.43419,112,66
0.41905,112,66
0.41416,112,66
0.41074,112,66
0.40830,112,66
0.40537,112,66
0.40440,112,66
0.40391,112,66
0.40366,112,66
0.40195,112,66
0.40049,112,66
0.39902,112,66
0.39707,112,66
0.39292,112,66
0.39048,112,66
0.38803,112,66
0.38535,112,66
0.38193,112,66
0.37973,112,66
0.37729,112,66
0.37460,112,66
0.36899,112,66
0.36630,112,66
0.36361,112,66
0.36117,112,66
0.35653,112,66
0.35409,112,66
0.35263,112,66
0.35165,112,66
0.34799,112,66
0.34579,112,66
0.34359,112,66
0.34164,112,66
0.33773,112,66
0.33578,112,66
0.33407,112,66
0.33211,112,66
0.32991,112,66
0.32845,112,66
0.32747,112,66
0.32845,112,66
0.34115,112,66
0.35629,112,66
0.37827,112,66
0.40733,112,66
0.48205,112,66
0.52357,112,66
0.55995,112,66
0.59219,112,66
0.65690,112,66
0.68449,112,66
0.70769,112,66
0.72625,112,66
0.75043,112,66
0.75678,112,66
0.75995,112,66
0.76020,112,66
0.75385,112,66
0.74872,112,66
0.74237,112,66
0.73480,112,66
0.71673,112,66
0.70623,112,66
0.69524,112,66
0.68327,112,66
0.65617,112,66
0.64078,112,66
0.62589,112,66
0.61074,112,66
0.57363,112,66
0.55311,112,66
0.53236,112,66
0.51160,112,66
0.47302,112,66
0.45617,112,66
0.44127,112,66
0.42833,112,66
0.41221,112,66
0.40610,112,66
0.40122,112,66
0.39756,112,66
0.39292,112,66
0.39145,112,66
0.39048,112,66
0.38950,112,66
0.38755,112,66
0.38632,112,66
0.38559,112,66
0.38486,112,66
0.38193,112,66
0.37998,112,66
0.37802,112,66
0.37558,112,66
0.37070,112,66
0.36801,112,66
0.36532,112,66
0.36239,112,66
0.35873,112,66
0.35653,112,66
0.35409,112,66
0.35165,112,66
0.34652,112,66
0.34383,112,66
0.34139,112,66
0.33895,112,66
0.33407,112,66
0.33162,112,66
0.33016,112,66
0.32918,112,66
0.32601,112,66
0.32430,112,66
0.32234,112,66
0.32039,112,66
0.31624,112,66
0.31380,112,66
0.31160,112,66
0.31038,112,66
0.31453,112,66
0.32186,112,66
0.33455,112,66
0.35409,112,66
0.41319,112,66
0.45079,112,66
0.49109,112,66
0.53211,112,66
0.60830,112,66
0.63687,112,66
0.65934,112,66
0.67521,112,66
0.69695,112,66
0.70672,112,66
0.71404,112,66
0.71868,112,66
0.72015,112,66
0.71746,112,66
0.71258,112,66
0.70623,112,66
0.68987,112,66
0.68010,112,66
0.66911,112,66
0.65714,112,66
0.62930,112,66
0.61343,112,66
0.59609,112,66
0.57680,112,66
0.53431,112,66
0.51429,112,66
0.49524,112,66
0.47448,112,66
0.43297,112,66
0.41416,112,66
0.39731,112,66
0.38266,112,66
0.36068,112,66
0.35311,112,66
0.34750,112,66
0.34359,112,66
0.34042,112,66
0.33968,112,66
0.33895,112,66
0.33846,112,66
0.33748,112,66
0.33675,112,66
0.33602,112,66
0.33504,112,66
0.33211,112,66
0.33089,112,66
0.32991,112,66
0.32796,112,66
0.32332,112,66
0.32063,112,66
0.31770,112,66
0.31453,112,66
0.30818,112,66
0.30501,112,66
