PPG, SBP, DBP 
0.25177,103,60
0.24469,103,60
0.24176,103,60
0.25031,103,60
0.26813,103,60
0.29573,103,60
0.37631,103,60
0.42466,103,60
0.46813,103,60
0.50818,103,60
0.59023,103,60
0.62540,103,60
0.65519,103,60
0.67937,103,60
0.71306,103,60
0.72405,103,60
0.73187,103,60
0.73675,103,60
0.73773,103,60
0.73553,103,60
0.73138,103,60
0.72479,103,60
0.70256,103,60
0.68645,103,60
0.66642,103,60
0.64322,103,60
0.58828,103,60
0.55800,103,60
0.53089,103,60
0.50574,103,60
0.45568,103,60
0.43248,103,60
0.41148,103,60
0.39341,103,60
0.36606,103,60
0.35653,103,60
0.34921,103,60
0.34383,103,60
0.33871,103,60
0.33651,103,60
0.33431,103,60
0.33187,103,60
0.32601,103,60
0.32234,103,60
0.31819,103,60
0.31355,103,60
0.30281,103,60
0.29646,103,60
0.29133,103,60
0.28620,103,60
0.27131,103,60
0.26349,103,60
0.25690,103,60
0.25372,103,60
0.26545,103,60
0.28352,103,60
0.31087,103,60
0.34652,103,60
0.41929,103,60
0.46227,103,60
0.50647,103,60
0.54896,103,60
0.62027,103,60
0.64786,103,60
0.67009,103,60
0.68767,103,60
0.71184,103,60
0.71795,103,60
0.72112,103,60
0.72332,103,60
0.72283,103,60
0.71941,103,60
0.71331,103,60
0.70427,103,60
0.67668,103,60
0.65788,103,60
0.63590,103,60
0.61099,103,60
0.56410,103,60
0.53748,103,60
0.50965,103,60
0.48205,103,60
0.43150,103,60
0.41026,103,60
0.39194,103,60
0.37680,103,60
0.35556,103,60
0.34969,103,60
0.34579,103,60
0.34261,103,60
0.33773,103,60
0.33553,103,60
0.33333,103,60
0.33089,103,60
0.32454,103,60
0.32063,103,60
0.31600,103,60
0.31087,103,60
0.30281,103,60
0.30281,103,60
0.30281,103,60
0.27277,103,60
0.26496,103,60
0.25910,103,60
0.25739,103,60
0.26178,103,60
0.29597,103,60
0.32137,103,60
0.35165,103,60
0.39145,103,60
0.48376,103,60
0.52991,103,60
0.57289,103,60
0.61074,103,60
0.66960,103,60
0.69084,103,60
0.70745,103,60
0.72039,103,60
0.73260,103,60
0.73626,103,60
0.73822,103,60
0.73822,103,60
0.73138,103,60
0.72405,103,60
0.71380,103,60
0.70037,103,60
0.66349,103,60
0.64322,103,60
0.62198,103,60
0.59658,103,60
0.53919,103,60
0.50989,103,60
0.48156,103,60
0.45519,103,60
0.41001,103,60
0.39219,103,60
0.37753,103,60
0.36581,103,60
0.35287,103,60
0.34847,103,60
0.34505,103,60
0.34261,103,60
0.33846,103,60
0.33626,103,60
0.33407,103,60
0.33114,103,60
0.32405,103,60
0.32088,103,60
0.31795,103,60
0.31331,103,60
0.30037,103,60
0.29231,103,60
0.28352,103,60
0.27473,103,60
0.26227,103,60
0.26203,103,60
0.26862,103,60
0.28376,103,60
0.32991,103,60
0.36581,103,60
0.40855,103,60
0.45519,103,60
0.54774,103,60
0.58901,103,60
0.62491,103,60
0.65543,103,60
0.70037,103,60
0.71404,103,60
0.72332,103,60
0.73138,103,60
0.74188,103,60
0.74408,103,60
0.74383,103,60
0.74115,103,60
0.72796,103,60
0.71697,103,60
0.70256,103,60
0.68474,103,60
0.64664,103,60
0.62271,103,60
0.59585,103,60
0.56752,103,60
0.50965,103,60
0.48205,103,60
0.45641,103,60
0.43321,103,60
0.39585,103,60
0.38339,103,60
0.37436,103,60
0.36630,103,60
0.35458,103,60
0.35067,103,60
0.34774,103,60
0.34505,103,60
0.33968,103,60
0.33651,103,60
0.33309,103,60
0.32918,103,60
0.32308,103,60
0.31868,103,60
0.31306,103,60
0.30672,103,60
0.29133,103,60
0.28303,103,60
0.27497,103,60
0.26838,103,60
0.26789,103,60
0.27570,103,60
0.28987,103,60
0.31331,103,60
0.38608,103,60
0.43150,103,60
0.47937,103,60
0.52650,103,60
0.61001,103,60
0.64371,103,60
0.67179,103,60
0.69426,103,60
0.72039,103,60
0.72991,103,60
0.73773,103,60
0.74335,103,60
0.74799,103,60
0.74676,103,60
0.74335,103,60
0.73724,103,60
0.71624,103,60
0.70281,103,60
0.68718,103,60
0.66740,103,60
0.61807,103,60
0.58999,103,60
0.56093,103,60
0.53162,103,60
0.47595,103,60
0.45128,103,60
0.42906,103,60
0.41197,103,60
0.38657,103,60
0.37607,103,60
0.36801,103,60
