PPG, SBP, DBP 
0.38413,112,73
0.37729,112,73
0.37070,112,73
0.35824,112,73
0.35238,112,73
0.34676,112,73
0.34115,112,73
0.33333,112,73
0.32894,112,73
0.32405,112,73
0.31868,112,73
0.30769,112,73
0.30208,112,73
0.29621,112,73
0.29011,112,73
0.27741,112,73
0.27277,112,73
0.26935,112,73
0.26618,112,73
0.26740,112,73
0.27546,112,73
0.28791,112,73
0.30623,112,73
0.36728,112,73
0.40635,112,73
0.44835,112,73
0.49158,112,73
0.56142,112,73
0.59536,112,73
0.62735,112,73
0.65617,112,73
0.70110,112,73
0.71746,112,73
0.73016,112,73
0.73944,112,73
0.75092,112,73
0.75214,112,73
0.75140,112,73
0.74969,112,73
0.74115,112,73
0.73382,112,73
0.72405,112,73
0.71160,112,73
0.68059,112,73
0.66252,112,73
0.64347,112,73
0.62369,112,73
0.58926,112,73
0.57192,112,73
0.55482,112,73
0.53846,112,73
0.50989,112,73
0.49768,112,73
0.48669,112,73
0.47692,112,73
0.46056,112,73
0.45421,112,73
0.44884,112,73
0.44274,112,73
0.43004,112,73
0.42344,112,73
0.41661,112,73
0.40952,112,73
0.39536,112,73
0.38828,112,73
0.38120,112,73
0.37411,112,73
0.36410,112,73
0.35873,112,73
0.35311,112,73
0.34774,112,73
0.33724,112,73
0.33211,112,73
0.32698,112,73
0.32186,112,73
0.31136,112,73
0.30720,112,73
0.30379,112,73
0.29915,112,73
0.28791,112,73
0.28156,112,73
0.27521,112,73
0.26886,112,73
0.25934,112,73
0.25861,112,73
0.26252,112,73
0.27204,112,73
0.30403,112,73
0.33065,112,73
0.36410,112,73
0.40293,112,73
0.48816,112,73
0.53065,112,73
0.57070,112,73
0.60733,112,73
0.66789,112,73
0.68840,112,73
0.70354,112,73
0.71770,112,73
0.73919,112,73
0.74603,112,73
0.75067,112,73
0.75336,112,73
0.75287,112,73
0.74945,112,73
0.74383,112,73
0.73578,112,73
0.71526,112,73
0.70159,112,73
0.68596,112,73
0.66838,112,73
0.63053,112,73
0.61099,112,73
0.59170,112,73
0.57314,112,73
0.53919,112,73
0.52576,112,73
0.51429,112,73
0.50281,112,73
0.48230,112,73
0.47350,112,73
0.46520,112,73
0.45763,112,73
0.44322,112,73
0.43614,112,73
0.42906,112,73
0.42173,112,73
0.41001,112,73
0.40366,112,73
0.39658,112,73
0.38950,112,73
0.37534,112,73
0.36850,112,73
0.36166,112,73
0.35507,112,73
0.34310,112,73
0.33871,112,73
0.33504,112,73
0.33065,112,73
0.32112,112,73
0.31624,112,73
0.31111,112,73
0.30598,112,73
0.29548,112,73
0.28987,112,73
0.28400,112,73
0.27766,112,73
0.26911,112,73
0.26471,112,73
0.26105,112,73
0.25983,112,73
0.27082,112,73
0.28571,112,73
0.30794,112,73
0.33700,112,73
0.41197,112,73
0.44860,112,73
0.48352,112,73
0.52234,112,73
0.61392,112,73
0.64469,112,73
0.67082,112,73
0.70232,112,73
0.72967,112,73
0.73871,112,73
0.74505,112,73
0.74799,112,73
0.74799,112,73
0.74628,112,73
0.74261,112,73
0.73700,112,73
0.71868,112,73
0.70598,112,73
0.69109,112,73
0.67424,112,73
0.63834,112,73
0.62125,112,73
0.60269,112,73
0.58364,112,73
0.54676,112,73
0.52991,112,73
0.51429,112,73
0.50012,112,73
0.47643,112,73
0.46252,112,73
0.45519,112,73
0.44860,112,73
0.43223,112,73
0.42564,112,73
0.41905,112,73
0.40537,112,73
0.39829,112,73
0.39096,112,73
0.38364,112,73
0.37656,112,73
0.36606,112,73
0.36044,112,73
0.35433,112,73
0.34823,112,73
0.33700,112,73
0.33138,112,73
0.32601,112,73
0.32063,112,73
0.31013,112,73
0.30623,112,73
0.30305,112,73
0.29866,112,73
0.28816,112,73
0.28230,112,73
0.27302,112,73
0.26642,112,73
0.24933,112,73
0.24689,112,73
0.24762,112,73
0.25617,112,73
0.28913,112,73
0.31624,112,73
0.34969,112,73
0.38852,112,73
0.47350,112,73
0.51600,112,73
0.55629,112,73
0.59292,112,73
0.64200,112,73
0.66276,112,73
0.68107,112,73
0.69621,112,73
0.71722,112,73
0.72332,112,73
0.72723,112,73
0.72894,112,73
0.72650,112,73
0.72210,112,73
0.71575,112,73
0.70769,112,73
0.68523,112,73
0.67082,112,73
0.65446,112,73
0.63663,112,73
0.59927,112,73
0.58046,112,73
0.56239,112,73
0.54505,112,73
0.51770,112,73
0.50476,112,73
0.49231,112,73
0.48107,112,73
0.46154,112,73
0.45348,112,73
0.44591,112,73
0.43248,112,73
0.42613,112,73
0.41954,112,73
0.41416,112,73
0.40904,112,73
0.39683,112,73
0.38999,112,73
0.38291,112,73
0.37607,112,73
0.36264,112,73
0.35604,112,73
0.34994,112,73
0.34408,112,73
0.33602,112,73
0.33162,112,73
0.32698,112,73
0.32210,112,73
0.31233,112,73
0.30720,112,73
0.30232,112,73
0.29719,112,73
0.28669,112,73
0.28107,112,73
0.27692,112,73
0.27350,112,73
0.26349,112,73
0.25861,112,73
0.25519,112,73
0.25470,112,73
0.26691,112,73
0.28230,112,73
0.30476,112,73
0.33382,112,73
0.39463,112,73
0.43199,112,73
0.47179,112,73
0.51184,112,73
0.58559,112,73
0.61685,112,73
0.64371,112,73
0.66593,112,73
0.69768,112,73
0.70769,112,73
0.71355,112,73
0.71624,112,73
0.71795,112,73
0.71624,112,73
0.71282,112,73
0.70720,112,73
0.68889,112,73
0.67619,112,73
0.66154,112,73
0.64542,112,73
0.61441,112,73
0.59756,112,73
0.57998,112,73
0.56239,112,73
0.52918,112,73
0.51429,112,73
0.50061,112,73
0.48840,112,73
0.46789,112,73
0.45910,112,73
0.45226,112,73
0.44640,112,73
0.43346,112,73
0.42686,112,73
0.42027,112,73
0.41343,112,73
0.39902,112,73
0.39170,112,73
0.38413,112,73
0.37656,112,73
0.36508,112,73
0.35897,112,73
0.35238,112,73
0.34603,112,73
0.33407,112,73
0.32869,112,73
0.32381,112,73
0.31917,112,73
0.31038,112,73
0.30623,112,73
0.30330,112,73
0.30085,112,73
0.29328,112,73
0.28889,112,73
0.28425,112,73
0.27912,112,73
0.26813,112,73
0.26276,112,73
0.25812,112,73
0.25495,112,73
0.25763,112,73
0.26471,112,73
0.27717,112,73
0.29646,112,73
0.35433,112,73
0.39121,112,73
0.43150,112,73
0.47326,112,73
0.55385,112,73
0.58999,112,73
0.61832,112,73
0.64078,112,73
0.68107,112,73
0.69646,112,73
0.70842,112,73
0.71722,112,73
0.72674,112,73
0.72772,112,73
0.72674,112,73
0.72332,112,73
0.71111,112,73
0.70183,112,73
0.69060,112,73
0.67741,112,73
0.64591,112,73
0.62833,112,73
0.61026,112,73
0.59219,112,73
0.55751,112,73
0.54286,112,73
0.52991,112,73
0.51673,112,73
0.49255,112,73
0.48205,112,73
0.47253,112,73
0.46398,112,73
0.44860,112,73
0.44176,112,73
0.43492,112,73
0.42833,112,73
0.41734,112,73
0.41123,112,73
0.40464,112,73
0.39780,112,73
0.38364,112,73
0.37680,112,73
0.36996,112,73
0.36337,112,73
0.35140,112,73
0.34701,112,73
0.34335,112,73
0.33895,112,73
0.32967,112,73
0.32479,112,73
0.31990,112,73
0.31502,112,73
0.30501,112,73
0.29988,112,73
0.29475,112,73
0.28962,112,73
0.28230,112,73
0.27766,112,73
0.27228,112,73
0.26691,112,73
0.26105,112,73
0.26276,112,73
0.26960,112,73
0.28278,112,73
0.32967,112,73
0.35775,112,73
0.38803,112,73
0.42515,112,73
0.50745,112,73
0.54799,112,73
0.58559,112,73
0.61905,112,73
0.67253,112,73
0.69255,112,73
0.70818,112,73
0.71990,112,73
0.73065,112,73
0.73333,112,73
0.73455,112,73
0.73382,112,73
0.72967,112,73
0.72747,112,73
0.72063,112,73
0.71038,112,73
0.68230,112,73
0.66740,112,73
0.65226,112,73
0.63516,112,73
0.59902,112,73
0.58120,112,73
0.56386,112,73
0.54774,112,73
0.51893,112,73
0.50647,112,73
0.49524,112,73
0.48523,112,73
0.47033,112,73
0.46349,112,73
0.45641,112,73
0.44957,112,73
0.43541,112,73
0.42833,112,73
0.42125,112,73
0.41416,112,73
0.39927,112,73
0.39292,112,73
0.38706,112,73
0.38046,112,73
0.36630,112,73
0.35922,112,73
0.35238,112,73
0.34603,112,73
0.33382,112,73
0.32796,112,73
0.32259,112,73
0.31331,112,73
0.31013,112,73
0.30598,112,73
0.30134,112,73
0.29646,112,73
0.28596,112,73
0.28034,112,73
0.27448,112,73
0.26886,112,73
0.26056,112,73
0.25983,112,73
0.26276,112,73
0.26984,112,73
0.30256,112,73
0.32943,112,73
0.36288,112,73
0.40171,112,73
0.48816,112,73
0.53162,112,73
0.57289,112,73
0.61074,112,73
0.66422,112,73
0.68718,112,73
0.70720,112,73
0.72381,112,73
0.74676,112,73
0.75360,112,73
0.75775,112,73
0.75946,112,73
0.75629,112,73
0.75140,112,73
0.74457,112,73
0.73578,112,73
0.71258,112,73
0.69792,112,73
0.68156,112,73
0.66398,112,73
0.62637,112,73
0.60733,112,73
0.58877,112,73
0.57094,112,73
0.54237,112,73
0.52869,112,73
0.51575,112,73
0.50379,112,73
0.48278,112,73
0.47375,112,73
0.46545,112,73
0.45739,112,73
0.44249,112,73
0.43639,112,73
0.43077,112,73
0.42442,112,73
0.41026,112,73
0.40293,112,73
0.39560,112,73
0.38828,112,73
0.37363,112,73
0.36679,112,73
0.36020,112,73
0.35385,112,73
0.34505,112,73
0.34042,112,73
0.33553,112,73
0.33040,112,73
0.32015,112,73
0.31502,112,73
0.30989,112,73
0.30476,112,73
0.29402,112,73
0.28987,112,73
0.28620,112,73
0.28132,112,73
0.27082,112,73
0.26716,112,73
0.26618,112,73
0.26911,112,73
0.29280,112,73
0.31526,112,73
0.34457,112,73
0.37485,112,73
0.44518,112,73
0.48669,112,73
0.52894,112,73
0.56972,112,73
0.64103,112,73
0.66984,112,73
0.69402,112,73
0.71380,112,73
0.74115,112,73
0.74823,112,73
0.75214,112,73
0.75507,112,73
0.75629,112,73
0.75409,112,73
0.74994,112,73
0.74359,112,73
0.72405,112,73
0.71087,112,73
0.69548,112,73
0.68010,112,73
0.64664,112,73
0.62784,112,73
0.60879,112,73
0.58999,112,73
0.55482,112,73
0.53895,112,73
0.52405,112,73
0.51038,112,73
0.48718,112,73
0.47839,112,73
0.47106,112,73
0.46374,112,73
0.44982,112,73
0.44322,112,73
0.43663,112,73
0.43004,112,73
0.41636,112,73
0.40928,112,73
0.40220,112,73
0.39634,112,73
0.38486,112,73
0.37851,112,73
0.37216,112,73
0.36581,112,73
0.35336,112,73
0.34750,112,73
0.34164,112,73
0.33602,112,73
0.32527,112,73
0.32137,112,73
0.31795,112,73
0.31355,112,73
0.30305,112,73
0.29744,112,73
0.29158,112,73
0.28547,112,73
0.27350,112,73
0.26862,112,73
0.26593,112,73
0.26642,112,73
0.27985,112,73
0.29524,112,73
0.31770,112,73
0.34701,112,73
0.42222,112,73
0.46471,112,73
0.50794,112,73
0.55018,112,73
0.62564,112,73
0.65348,112,73
0.67521,112,73
0.69621,112,73
0.72943,112,73
0.74115,112,73
0.74969,112,73
0.75580,112,73
0.76093,112,73
0.76020,112,73
0.75751,112,73
0.75263,112,73
0.73748,112,73
0.72674,112,73
0.71380,112,73
0.69866,112,73
0.66300,112,73
0.64371,112,73
0.62418,112,73
0.60464,112,73
0.56752,112,73
0.54969,112,73
0.53236,112,73
0.51697,112,73
0.49109,112,73
0.48010,112,73
0.47033,112,73
0.46178,112,73
0.44640,112,73
0.43932,112,73
0.43248,112,73
0.42662,112,73
0.41490,112,73
0.40806,112,73
0.40073,112,73
0.39341,112,73
0.37875,112,73
0.37167,112,73
0.36484,112,73
0.35824,112,73
0.34603,112,73
0.34164,112,73
0.33797,112,73
0.33358,112,73
0.32430,112,73
0.31966,112,73
0.31477,112,73
0.30989,112,73
0.30012,112,73
0.29524,112,73
0.28987,112,73
0.28596,112,73
0.27741,112,73
0.27228,112,73
0.26789,112,73
0.26520,112,73
0.27155,112,73
0.28303,112,73
0.30159,112,73
0.32698,112,73
0.39634,112,73
0.43150,112,73
0.46593,112,73
0.50476,112,73
0.58193,112,73
0.61661,112,73
0.64737,112,73
0.67375,112,73
0.71306,112,73
0.72698,112,73
0.73724,112,73
0.74335,112,73
0.74847,112,73
0.74945,112,73
0.74872,112,73
0.74628,112,73
0.73553,112,73
0.72674,112,73
0.71551,112,73
0.70208,112,73
0.66911,112,73
0.65226,112,73
0.63590,112,73
0.61758,112,73
0.58022,112,73
0.56239,112,73
0.54554,112,73
0.52991,112,73
0.50208,112,73
0.49035,112,73
