PPG, SBP, DBP 
0.67814,97,47
0.67228,97,47
0.66520,97,47
0.65763,97,47
0.65763,97,47
0.64176,97,47
0.64884,97,47
0.64567,97,47
0.62540,97,47
0.61245,97,47
0.59878,97,47
0.58510,97,47
0.55775,97,47
0.54603,97,47
0.53529,97,47
0.52405,97,47
0.50256,97,47
0.49255,97,47
0.48327,97,47
0.47448,97,47
0.45958,97,47
0.45299,97,47
0.44689,97,47
0.44200,97,47
0.43346,97,47
0.42906,97,47
0.42466,97,47
0.42051,97,47
0.41343,97,47
0.41001,97,47
0.41001,97,47
0.40293,97,47
0.39560,97,47
0.39292,97,47
0.39292,97,47
0.38803,97,47
0.38193,97,47
0.37875,97,47
0.37558,97,47
0.37265,97,47
0.36728,97,47
0.36459,97,47
0.36190,97,47
0.36020,97,47
0.35678,97,47
0.35433,97,47
0.35165,97,47
0.34921,97,47
0.34481,97,47
0.34286,97,47
0.34090,97,47
0.33895,97,47
0.33480,97,47
0.33358,97,47
0.33284,97,47
0.33138,97,47
0.32772,97,47
0.32625,97,47
0.32479,97,47
0.32405,97,47
0.32576,97,47
0.32967,97,47
0.33675,97,47
0.34579,97,47
0.37485,97,47
0.39707,97,47
0.42369,97,47
0.45421,97,47
0.52161,97,47
0.55653,97,47
0.59096,97,47
0.62393,97,47
0.68278,97,47
0.70427,97,47
0.72161,97,47
0.73919,97,47
0.76972,97,47
0.78168,97,47
0.79145,97,47
0.79902,97,47
0.80781,97,47
0.80977,97,47
0.81001,97,47
0.80781,97,47
0.80781,97,47
0.79560,97,47
0.78999,97,47
0.78339,97,47
0.76728,97,47
0.75751,97,47
0.74676,97,47
0.73504,97,47
0.70989,97,47
0.69719,97,47
0.68352,97,47
0.66935,97,47
0.64078,97,47
0.62662,97,47
0.61319,97,47
0.60000,97,47
0.57534,97,47
0.56435,97,47
0.56435,97,47
0.54481,97,47
0.52845,97,47
0.52088,97,47
0.51380,97,47
0.50720,97,47
0.49524,97,47
0.49011,97,47
0.48523,97,47
0.48059,97,47
0.47228,97,47
0.46911,97,47
0.46545,97,47
0.46154,97,47
0.45348,97,47
0.44908,97,47
0.44493,97,47
0.44078,97,47
0.43272,97,47
0.42930,97,47
0.42613,97,47
0.42369,97,47
0.41856,97,47
0.41563,97,47
0.41270,97,47
0.40952,97,47
0.40342,97,47
0.40049,97,47
0.39780,97,47
0.39487,97,47
0.38950,97,47
0.38755,97,47
0.38510,97,47
0.38217,97,47
0.37631,97,47
0.37363,97,47
0.37363,97,47
0.36874,97,47
0.36386,97,47
0.36142,97,47
0.35922,97,47
0.35775,97,47
0.35775,97,47
0.35385,97,47
0.35385,97,47
0.35580,97,47
0.36874,97,47
0.38120,97,47
0.39853,97,47
0.42051,97,47
0.47179,97,47
0.49719,97,47
0.52723,97,47
0.55971,97,47
0.62442,97,47
0.65446,97,47
0.68205,97,47
0.70647,97,47
0.74603,97,47
0.76142,97,47
0.77387,97,47
0.78168,97,47
0.79121,97,47
0.79487,97,47
0.79707,97,47
0.79780,97,47
0.79536,97,47
0.79170,97,47
0.78681,97,47
0.78071,97,47
0.76532,97,47
0.75629,97,47
0.74603,97,47
0.73480,97,47
0.70891,97,47
0.69499,97,47
0.68034,97,47
0.66520,97,47
0.63346,97,47
0.61758,97,47
0.60171,97,47
0.58755,97,47
0.58755,97,47
0.54750,97,47
0.53431,97,47
0.52161,97,47
0.49915,97,47
