PPG, SBP, DBP 
0.34505,90,50
0.34164,90,50
0.33846,90,50
0.33626,90,50
0.33236,90,50
0.32991,90,50
0.32723,90,50
0.32454,90,50
0.32772,90,50
0.32772,90,50
0.32625,90,50
0.32405,90,50
0.31941,90,50
0.31770,90,50
0.31526,90,50
0.31233,90,50
0.30598,90,50
0.30281,90,50
0.29963,90,50
0.29646,90,50
0.29035,90,50
0.28742,90,50
0.28547,90,50
0.28400,90,50
0.27937,90,50
0.27668,90,50
0.27375,90,50
0.27106,90,50
0.26593,90,50
0.26374,90,50
0.26154,90,50
0.25983,90,50
0.25739,90,50
0.25714,90,50
0.25617,90,50
0.25519,90,50
0.25495,90,50
0.25690,90,50
0.26154,90,50
0.26935,90,50
0.29719,90,50
0.31722,90,50
0.33773,90,50
0.35971,90,50
0.41636,90,50
0.44737,90,50
0.47863,90,50
0.50891,90,50
0.56361,90,50
0.58681,90,50
0.60708,90,50
0.62442,90,50
0.64835,90,50
0.65470,90,50
0.66056,90,50
0.66496,90,50
0.66935,90,50
0.66935,90,50
0.66789,90,50
0.66496,90,50
0.65568,90,50
0.64908,90,50
0.64176,90,50
0.63370,90,50
0.61441,90,50
0.60317,90,50
0.59096,90,50
0.57802,90,50
0.55067,90,50
0.53675,90,50
0.52259,90,50
0.50867,90,50
0.48352,90,50
0.47326,90,50
0.46227,90,50
0.45153,90,50
0.43199,90,50
0.42320,90,50
0.41538,90,50
0.40830,90,50
0.39634,90,50
0.39121,90,50
0.38730,90,50
0.38437,90,50
0.37753,90,50
0.37436,90,50
0.37118,90,50
0.36801,90,50
0.36239,90,50
0.35971,90,50
0.35702,90,50
0.35433,90,50
0.34994,90,50
0.34847,90,50
0.34628,90,50
0.34383,90,50
0.33895,90,50
0.33626,90,50
0.33382,90,50
0.33138,90,50
0.32625,90,50
0.32357,90,50
0.32161,90,50
0.32039,90,50
0.31600,90,50
0.31331,90,50
0.31062,90,50
0.30794,90,50
0.30305,90,50
0.30085,90,50
0.29866,90,50
0.29646,90,50
0.29353,90,50
0.29328,90,50
0.29231,90,50
0.29109,90,50
0.28816,90,50
