PPG, SBP, DBP 
0.69573,99,34
0.68913,99,34
0.68230,99,34
0.67497,99,34
0.65812,99,34
0.64884,99,34
0.63907,99,34
0.62882,99,34
0.60806,99,34
0.59805,99,34
0.58730,99,34
0.57582,99,34
0.55238,99,34
0.54066,99,34
0.52894,99,34
0.51722,99,34
0.49524,99,34
0.48498,99,34
0.47619,99,34
0.46838,99,34
0.45226,99,34
0.44469,99,34
0.43761,99,34
0.43101,99,34
0.41954,99,34
0.41441,99,34
0.41001,99,34
0.40635,99,34
0.40024,99,34
0.39780,99,34
0.39487,99,34
0.39194,99,34
0.38657,99,34
0.38388,99,34
0.38095,99,34
0.37778,99,34
0.37143,99,34
0.36825,99,34
0.36581,99,34
0.36361,99,34
0.35775,99,34
0.35409,99,34
0.35043,99,34
0.34676,99,34
0.33993,99,34
0.33675,99,34
0.33358,99,34
0.33016,99,34
0.32405,99,34
0.32186,99,34
0.31893,99,34
0.31551,99,34
0.30891,99,34
0.30574,99,34
0.30574,99,34
0.29988,99,34
0.29524,99,34
0.29328,99,34
0.29231,99,34
0.29158,99,34
0.28864,99,34
0.28694,99,34
0.28547,99,34
0.28376,99,34
0.28059,99,34
0.27888,99,34
0.27692,99,34
0.27497,99,34
0.27179,99,34
0.27131,99,34
0.27033,99,34
0.26911,99,34
0.26667,99,34
0.26569,99,34
0.26471,99,34
0.26349,99,34
0.26154,99,34
0.26032,99,34
0.25983,99,34
0.25983,99,34
0.25885,99,34
0.25836,99,34
0.25812,99,34
0.25812,99,34
0.26203,99,34
0.26618,99,34
0.27277,99,34
0.28205,99,34
0.30867,99,34
0.30867,99,34
0.34505,99,34
0.36923,99,34
0.42540,99,34
0.45568,99,34
0.48645,99,34
0.51673,99,34
0.57338,99,34
0.59927,99,34
0.61978,99,34
0.63663,99,34
0.66935,99,34
0.68303,99,34
0.69451,99,34
0.70403,99,34
0.71600,99,34
0.71893,99,34
0.71990,99,34
0.71941,99,34
0.71477,99,34
0.71038,99,34
0.70574,99,34
0.70061,99,34
0.68767,99,34
0.68010,99,34
0.67179,99,34
0.66325,99,34
0.64444,99,34
0.63419,99,34
0.62418,99,34
0.61392,99,34
0.59121,99,34
0.57924,99,34
0.56703,99,34
0.55482,99,34
0.53114,99,34
0.51990,99,34
0.50916,99,34
0.49915,99,34
0.48156,99,34
0.47473,99,34
0.46764,99,34
0.46056,99,34
0.44737,99,34
0.44176,99,34
0.43687,99,34
0.43223,99,34
0.42466,99,34
0.42173,99,34
0.41905,99,34
0.41661,99,34
0.41099,99,34
0.40781,99,34
0.40464,99,34
0.40147,99,34
0.39512,99,34
0.39170,99,34
0.38803,99,34
0.38437,99,34
0.37875,99,34
0.37534,99,34
0.37167,99,34
0.36752,99,34
0.35946,99,34
0.35556,99,34
0.35214,99,34
0.34872,99,34
0.34212,99,34
0.33895,99,34
0.33651,99,34
0.33455,99,34
0.32894,99,34
0.32601,99,34
0.32332,99,34
0.32063,99,34
0.31526,99,34
0.31258,99,34
0.30965,99,34
0.30647,99,34
0.30256,99,34
0.30037,99,34
0.29792,99,34
0.29573,99,34
0.29206,99,34
0.29035,99,34
0.28889,99,34
0.28742,99,34
0.28498,99,34
0.28352,99,34
0.28278,99,34
0.28254,99,34
0.27937,99,34
0.27717,99,34
0.27717,99,34
0.27302,99,34
0.26935,99,34
0.26813,99,34
0.26740,99,34
0.26716,99,34
0.26862,99,34
0.26911,99,34
0.26935,99,34
0.26984,99,34
0.27179,99,34
0.27375,99,34
0.27692,99,34
0.28205,99,34
0.30012,99,34
0.31404,99,34
0.32869,99,34
0.34505,99,34
0.39121,99,34
0.41905,99,34
0.44908,99,34
0.48352,99,34
0.55556,99,34
0.58828,99,34
0.61856,99,34
0.64640,99,34
0.68523,99,34
0.70305,99,34
0.71990,99,34
0.73504,99,34
0.75800,99,34
0.76606,99,34
0.77167,99,34
0.77534,99,34
0.77705,99,34
0.77582,99,34
0.77265,99,34
0.76801,99,34
0.75800,99,34
0.75214,99,34
0.75214,99,34
0.73797,99,34
0.72015,99,34
0.70989,99,34
0.69841,99,34
0.68596,99,34
0.66154,99,34
0.64835,99,34
0.63468,99,34
0.62076,99,34
0.59316,99,34
0.57998,99,34
0.56752,99,34
0.55556,99,34
0.53260,99,34
0.52161,99,34
0.51184,99,34
0.51184,99,34
0.48474,99,34
0.47619,99,34
0.46813,99,34
0.46081,99,34
0.44835,99,34
0.44347,99,34
0.43907,99,34
0.43492,99,34
0.42857,99,34
0.42515,99,34
0.42149,99,34
0.41783,99,34
0.41099,99,34
0.40757,99,34
0.40415,99,34
0.40073,99,34
0.39316,99,34
0.38926,99,34
0.38608,99,34
0.38315,99,34
0.37656,99,34
0.37338,99,34
0.37045,99,34
0.36777,99,34
0.36239,99,34
