PPG, SBP, DBP 
0.30085,,
0.29866,,
0.29670,,
0.29426,,
0.28547,,
0.28010,,
0.27546,,
0.27179,,
0.27009,,
0.27350,,
0.28083,,
0.29255,,
0.32454,,
0.34896,,
0.37900,,
0.41392,,
0.49328,,
0.53431,,
0.57387,,
0.61099,,
0.67448,,
0.69988,,
0.71819,,
0.71819,,
0.75189,,
0.75824,,
0.76166,,
0.76239,,
0.75580,,
0.75580,,
0.74066,,
0.73016,,
0.70769,,
0.69499,,
0.68132,,
0.66691,,
0.63565,,
0.61954,,
0.60293,,
0.58608,,
0.55165,,
0.53455,,
0.51966,,
0.50598,,
0.50598,,
0.46325,,
0.45006,,
0.43712,,
0.41416,,
0.40464,,
0.39634,,
0.38877,,
0.37827,,
0.37363,,
0.36899,,
0.36484,,
0.35751,,
0.35409,,
0.35116,,
0.34823,,
0.34261,,
0.33993,,
0.33822,,
0.33724,,
0.33382,,
0.33187,,
0.32991,,
0.32772,,
0.32234,,
0.31917,,
0.31600,,
0.31258,,
0.30818,,
0.30574,,
0.30305,,
0.29988,,
0.29377,,
0.29133,,
0.28962,,
0.29011,,
0.30208,,
0.31526,,
0.33089,,
0.34994,,
0.40806,,
0.44444,,
0.48376,,
0.52479,,
0.60537,,
0.64225,,
0.67546,,
0.70476,,
0.70476,,
0.75824,,
0.77070,,
0.78022,,
0.78974,,
0.78999,,
0.78755,,
0.78291,,
0.76801,,
0.75873,,
0.74847,,
0.73700,,
0.71062,,
0.69573,,
0.68010,,
0.66398,,
0.63028,,
0.61294,,
0.59560,,
0.57827,,
0.54774,,
0.53236,,
0.51722,,
0.50232,,
0.47448,,
0.46203,,
0.45031,,
0.43980,,
0.42173,,
0.41538,,
0.41001,,
0.40464,,
0.39536,,
0.39170,,
0.38852,,
0.38535,,
0.37875,,
0.37582,,
0.37289,,
0.36996,,
0.36630,,
0.36386,,
0.36093,,
0.35775,,
0.35165,,
0.34872,,
0.34554,,
0.34188,,
0.33431,,
0.33162,,
0.32943,,
0.32625,,
0.31844,,
0.31429,,
0.31062,,
0.30745,,
0.30403,,
0.30549,,
0.31038,,
0.32015,,
0.34823,,
0.37118,,
0.40024,,
0.43443,,
0.51233,,
0.55336,,
0.59389,,
0.63223,,
0.69866,,
0.72186,,
0.73944,,
0.75604,,
0.75604,,
0.78828,,
0.79267,,
0.79414,,
0.78999,,
0.78437,,
0.77680,,
0.76777,,
0.74725,,
0.73553,,
0.72259,,
0.70891,,
0.67888,,
0.66227,,
0.64518,,
0.62759,,
0.59096,,
0.57411,,
0.55873,,
0.54237,,
0.54237,,
0.49426,,
0.47985,,
0.46618,,
0.44200,,
0.43150,,
