PPG, SBP, DBP 
0.53260,97,47
0.55458,97,47
0.57387,97,47
0.59072,97,47
0.61490,97,47
0.61661,97,47
0.61465,97,47
0.61563,97,47
0.61880,97,47
0.61954,97,47
0.61954,97,47
0.61880,97,47
0.61465,97,47
0.61123,97,47
0.60684,97,47
0.60171,97,47
0.58877,97,47
0.58046,97,47
0.57118,97,47
0.56142,97,47
0.54066,97,47
0.53016,97,47
0.51990,97,47
0.50940,97,47
0.49060,97,47
0.48278,97,47
0.47448,97,47
0.46618,97,47
0.44982,97,47
0.44200,97,47
0.43468,97,47
0.42784,97,47
0.41612,97,47
0.41074,97,47
0.40586,97,47
0.40171,97,47
0.39390,97,47
0.38950,97,47
0.38486,97,47
0.38046,97,47
0.37289,97,47
0.36996,97,47
0.36728,97,47
0.36459,97,47
0.36459,97,47
0.35824,97,47
0.35604,97,47
0.35311,97,47
0.34676,97,47
0.34676,97,47
0.33968,97,47
0.33626,97,47
0.32967,97,47
0.32674,97,47
0.32405,97,47
0.32234,97,47
0.31917,97,47
0.31722,97,47
0.31526,97,47
0.31306,97,47
0.30867,97,47
0.30647,97,47
0.30403,97,47
0.30183,97,47
0.29841,97,47
0.29768,97,47
0.29621,97,47
0.29451,97,47
0.29060,97,47
0.28864,97,47
0.28669,97,47
0.28474,97,47
0.28107,97,47
0.27961,97,47
0.27839,97,47
0.27839,97,47
0.28034,97,47
0.28278,97,47
0.28694,97,47
0.29377,97,47
0.31722,97,47
0.33431,97,47
0.35458,97,47
0.35458,97,47
0.42711,97,47
0.44957,97,47
0.44957,97,47
0.50012,97,47
0.54945,97,47
0.57143,97,47
0.59096,97,47
0.60830,97,47
0.63590,97,47
0.64664,97,47
0.65519,97,47
0.66056,97,47
0.66691,97,47
0.66911,97,47
0.66911,97,47
0.67057,97,47
0.66789,97,47
0.66520,97,47
0.66129,97,47
0.65665,97,47
0.64420,97,47
0.63687,97,47
0.62833,97,47
0.61880,97,47
0.59756,97,47
0.58632,97,47
0.57485,97,47
0.56313,97,47
0.54066,97,47
0.52991,97,47
0.51966,97,47
0.51087,97,47
0.49475,97,47
0.48620,97,47
0.47814,97,47
0.47057,97,47
0.45665,97,47
0.45055,97,47
0.44493,97,47
0.43980,97,47
0.43101,97,47
0.42759,97,47
0.42393,97,47
0.42027,97,47
0.41294,97,47
0.40952,97,47
0.40586,97,47
0.40220,97,47
0.39512,97,47
0.39170,97,47
0.38828,97,47
0.38559,97,47
0.38095,97,47
0.37778,97,47
0.37460,97,47
0.37143,97,47
0.36508,97,47
0.36215,97,47
0.35922,97,47
0.35629,97,47
0.35116,97,47
0.35116,97,47
0.34774,97,47
0.34554,97,47
0.34115,97,47
0.33895,97,47
0.33675,97,47
0.33480,97,47
0.33065,97,47
0.32845,97,47
0.32845,97,47
0.32552,97,47
0.32405,97,47
0.32308,97,47
0.32186,97,47
0.32088,97,47
0.32088,97,47
0.31746,97,47
0.31624,97,47
0.31526,97,47
0.31502,97,47
0.31697,97,47
0.32039,97,47
0.32576,97,47
0.34481,97,47
0.35971,97,47
0.37827,97,47
0.40000,97,47
0.45104,97,47
0.47863,97,47
0.50281,97,47
0.52503,97,47
0.57363,97,47
0.59683,97,47
0.61832,97,47
0.63785,97,47
0.67082,97,47
0.68376,97,47
0.69475,97,47
0.70403,97,47
0.71575,97,47
0.71844,97,47
0.72088,97,47
0.72259,97,47
0.72332,97,47
0.72210,97,47
0.71990,97,47
0.71697,97,47
0.70769,97,47
0.70159,97,47
0.69451,97,47
0.68669,97,47
0.66886,97,47
0.65885,97,47
0.64835,97,47
0.63736,97,47
0.61490,97,47
0.60366,97,47
0.59243,97,47
0.59243,97,47
0.56239,97,47
0.55409,97,47
0.54579,97,47
0.53773,97,47
0.52210,97,47
0.51502,97,47
0.50794,97,47
0.50110,97,47
0.48913,97,47
0.48376,97,47
0.47937,97,47
0.47521,97,47
0.46618,97,47
0.46154,97,47
0.45714,97,47
0.45275,97,47
0.44444,97,47
0.44029,97,47
0.43614,97,47
0.43223,97,47
0.42540,97,47
0.42271,97,47
0.41978,97,47
0.41661,97,47
0.41026,97,47
0.40708,97,47
0.40415,97,47
0.40098,97,47
0.39512,97,47
0.39243,97,47
0.39048,97,47
0.38877,97,47
0.38413,97,47
0.38169,97,47
0.37949,97,47
0.37753,97,47
0.37411,97,47
0.37216,97,47
